
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80621	PACS	001	21H	1	4.000	What is a Good Society, Honors	MWF	12:30 pm-01:45 pm	22	3	19	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	ARTCEN 209	Honors Courses
SR	81248	PACS	001	22H	1	4.000	What is a Good Society, Honors	MWF	12:30 pm-01:45 pm	22	1	21	0	0	0	0	0	0	Lawrence William Thiel (P)	08/26-12/13	WILSON 100	 
SR	80622	PACS	001	23	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	1	21	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	EDUCBU 206	 
SR	80945	PACS	001	24	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	0	22	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	EDUCBU 207	 
SR	80619	PACS	001	25	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	16	10	6	0	0	0	0	0	0	Rex E Hamilton (P)	08/26-12/13	TBA	 
SR	80627	PACS	001	26	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	1	21	0	0	0	0	0	0	John J Fortuna (P)	08/26-12/13	TBA	 
SR	81249	PACS	001	27	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	2	20	0	0	0	0	0	0	Keith W Smith (P)	08/26-12/13	WPC 131	 
SR	80628	PACS	001	28	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	16	7	9	0	0	0	0	0	0	Eileen Camfield (P)	08/26-12/13	TBA	 
SR	80629	PACS	001	29	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	3	19	0	0	0	0	0	0	Rui Ma (P)	08/26-12/13	TBA	 
SR	80633	PACS	001	30	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	0	22	0	0	0	0	0	0	Elena G. Savelieva-Thompson (P)	08/26-12/13	BUCK 100	 
SR	80626	PACS	001	31	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	0	22	0	0	0	0	0	0	Susan E Mannon (P)	08/26-12/13	WPC 232	 
SR	80630	PACS	001	32	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	0	22	0	0	0	0	0	0	John J Fortuna (P)	08/26-12/13	OLSON 103	 
SR	80631	PACS	001	33	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	0	22	0	0	0	0	0	0	Elke Schmeling (P)	08/26-12/13	EDUCBU 117	 
SR	80625	PACS	001	34	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	16	15	1	0	0	0	0	0	0	R. Scott Evans (P)	08/26-12/13	ARTCEN 209	 
SR	80944	PACS	001	35	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	4	18	0	0	0	0	0	0	John Lloyd Allen (P)	08/26-12/13	WPC 229	 
SR	80632	PACS	001	36	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	22	3	19	0	0	0	0	0	0	Elizabeth Catherine Thompson (P)	08/26-12/13	GEO 101	 
SR	80638	PACS	001	37	1	4.000	What is a Good Society	MWF	12:30 pm-01:45 pm	16	15	1	0	0	0	0	0	0	Macelle R Mahala (P)	08/26-12/13	CLASRM 203	 
SR	80639	PACS	001	38	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	16	8	8	0	0	0	0	0	0	Mary S. Little (P)	08/26-12/13	TBA	 
SR	80711	PACS	001	39H	1	4.000	What is a Good Society, Honors	MWF	02:00 pm-03:15 pm	22	0	22	0	0	0	0	0	0	Daniel C O'Neill (P)	08/26-12/13	WPC 243	Honors Courses
SR	80634	PACS	001	40	1	4.000	What is a Good Society	MWF	02:00 pm-03:15 pm	22	9	13	0	0	0	0	0	0	Patti Jaclyn McCarthy (P)	08/26-12/13	MCCAFF JLTHR	 
SR	80635	PACS	001	41H	1	4.000	What is a Good Society, Honors	MWF	02:00 pm-03:15 pm	22	4	18	0	0	0	0	0	0	Caroline T Schroeder (P)	08/26-12/13	WPC 131	Honors Courses
SR	81085	PACS	001	42	1	4.000	What is a Good Society	MWF	02:00 pm-03:15 pm	22	0	22	0	0	0	0	0	0	John Lloyd Allen (P)	08/26-12/13	COLLIV 201	 
SR	80637	PACS	001	43	1	4.000	What is a Good Society	MWF	02:00 pm-03:15 pm	22	0	22	0	0	0	0	0	0	Edith E. Sparks (P)	08/26-12/13	WPC 123	 
SR	80636	PACS	001	44	1	4.000	What is a Good Society	MWF	02:00 pm-03:15 pm	22	0	22	0	0	0	0	0	0	Dorcas K Chung (P)	08/26-12/13	OLSON 103	 
SR	82329	PACS	001	45	1	4.000	What is a Good Society	MWF	02:00 pm-03:15 pm	22	0	22	0	0	0	0	0	0	Brian D. Moore (P)	08/26-12/13	GYM 123	 
SR	82537	PACS	001	46	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	16	13	3	0	0	0	0	0	0	Tenisha L. Tevis (P)	08/26-12/13	TBA	 
SR	82564	PACS	001	47	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	21	1	0	0	0	0	0	0	Lisa A Jones (P)	08/26-12/13	CLASRM 224	 
SR	82565	PACS	001	48H	1	4.000	What is a Good Society, Honors	MWF	11:00 am-12:15 pm	22	16	6	0	0	0	0	0	0	Elena G. Savelieva-Thompson (P)	08/26-12/13	TBA	Honors Courses
SR	82566	PACS	001	49	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	11	11	0	0	0	0	0	0	Eileen E McFall (P)	08/26-12/13	TBA	 
SR	81299	PACS	001	G11	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	200	127	73	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
C	80640	PACS	003	01	1	3.000	What is an Ethical Life?	TR	08:00 am-09:15 am	25	25	0	0	0	0	0	0	0	Rex E Hamilton (P)	08/26-12/13	MCCAFF SPRUCE	 
SR	80641	PACS	003	02	1	3.000	What is an Ethical Life?	TR	10:00 am-11:15 am	25	20	5	0	0	0	0	0	0	Dylan Zorea (P)	08/26-12/13	MCCAFF SPRUCE	 
SR	80642	PACS	003	03	1	3.000	What is an Ethical Life?	TR	10:00 am-11:15 am	25	18	7	0	0	0	0	0	0	Sharon Ann West-Sell (P)	08/26-12/13	COLLIV 201	 
C	81349	PACS	003	04	1	3.000	What is an Ethical Life?	TR	01:00 pm-02:15 pm	25	25	0	0	0	0	0	0	0	Cosana M Eram (P)	08/26-12/13	WPC 229	 
SR	80643	PACS	003	05	1	3.000	What is an Ethical Life?	TR	03:00 pm-04:15 pm	25	24	1	0	0	0	0	0	0	John Lloyd Allen (P)	08/26-12/13	MCCAFF SPRUCE	 
C	80644	PACS	003	06	1	3.000	What is an Ethical Life?	MW	02:00 pm-03:15 pm	25	25	0	0	0	0	0	0	0	Eleanor E. Wittrup (P)	08/26-12/13	MCCAFF SPRUCE	 
SR	80645	PACS	003	07	1	3.000	What is an Ethical Life?	MW	02:00 pm-03:15 pm	25	24	1	0	0	0	0	0	0	Dari E Sylvester (P)	08/26-12/13	WPC 232	 
C	80646	PACS	003	08	1	3.000	What is an Ethical Life?	MW	02:00 pm-03:15 pm	25	25	0	0	0	0	0	0	0	Lawrence William Thiel (P)	08/26-12/13	EDUCBU 208	 
C	80712	PACS	003	09	1	3.000	What is an Ethical Life?	MW	02:00 pm-03:15 pm	25	25	0	0	0	0	0	0	0	Catherine A McClellan (P)	08/26-12/13	EDUCBU 206	 
SR	80840	PACS	003	10	1	3.000	What is an Ethical Life?	MW	03:30 pm-04:45 pm	25	24	1	0	0	0	0	0	0	Heather Michelle Muser (P)	08/26-12/13	COLLIV 201	 
C	80927	PACS	003	11	1	3.000	What is an Ethical Life?	MW	03:30 pm-04:45 pm	25	25	0	0	0	0	0	0	0	John J Fortuna (P)	08/26-12/13	WPC 131	 
SR	81023	PACS	003	12	1	3.000	What is an Ethical Life?	W	06:00 pm-08:50 pm	25	23	2	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WPC 232	 
C	81076	PACS	003	13	1	3.000	What is an Ethical Life?	T	06:00 pm-08:50 pm	25	27	-2	0	0	0	0	0	0	Jeffrey Becker (P)	08/26-12/13	WPC 131	 
C	81756	PACS	003	14	1	3.000	What is an Ethical Life?	W	06:00 pm-08:50 pm	25	25	0	0	0	0	0	0	0	Amy J Mattheis (P)	08/26-12/13	WPC 229	 
C	81775	PACS	003	15	1	3.000	What is an Ethical Life?	R	06:00 pm-08:50 pm	25	25	0	0	0	0	0	0	0	Dylan Zorea (P)	08/26-12/13	WPC 131	 
SR	82472	PACS	003	16	1	3.000	What is an Ethical Life?	MW	02:00 pm-03:15 pm	25	23	2	0	0	0	0	0	0	Maria Elena Garcia-Sheets (P)	08/26-12/13	WEBER 107	 
C	82476	PACS	003	17	1	3.000	What is an Ethical Life?	T	06:00 pm-08:50 pm	25	25	0	0	0	0	0	0	0	Jonathan Blair Lund (P)	08/26-12/13	WPC 213	 
C	82524	PACS	003	18	1	3.000	What is an Ethical Life?	TR	10:00 am-11:15 am	25	25	0	0	0	0	0	0	0	Cynthia Jane Dobbs (P)	08/26-12/13	WPC 131	 
PHIL - Philosophy
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	80596	PHIL	011	01	1	4.000	Introduction to Philosophy	TR	01:00 pm-02:45 pm	35	36	-1	0	0	0	0	0	0	James D. Heffernan (P)	08/26-12/13	BIOBLG 144	GE II-B: Worldviews & Ethics
SR	80932	PHIL	011	02	1	4.000	Introduction to Philosophy	TR	03:00 pm-04:45 pm	35	33	2	0	0	0	0	0	0	James D. Heffernan (P)	08/26-12/13	BIOBLG 144	GE II-B: Worldviews & Ethics
SR	82577	PHIL	011	03	1	4.000	Introduction to Philosophy	TR	08:00 am-09:45 am	35	34	1	0	0	0	0	0	0	John Lloyd Allen (P)	08/26-12/13	WPC 219	GE II-B: Worldviews & Ethics
SR	80118	PHIL	027	01	1	4.000	Fundamentals of Ethics	MWF	09:30 am-10:45 am	24	23	1	0	0	0	0	0	0	Eleanor E. Wittrup (P)	08/26-12/13	EDUCBU 207	GE II-B: Worldviews & Ethics and Pre-Law Courses
SR	80119	PHIL	053	01	1	4.000	Ancient & Medieval Philosophy	MWF	11:00 am-12:15 pm	25	23	2	0	0	0	0	0	0	Eleanor E. Wittrup (P)	08/26-12/13	EDUCBU 208	GE II-B: Worldviews & Ethics
SR	82159	PHIL	061	01	1	4.000	Philosophy of Science	TR	10:00 am-11:45 am	26	23	3	0	0	0	0	0	0	Ray J. Rennard (P)	08/26-12/13	CLASRM 224	GE III-C: Science, Tech., Soc.
SR	82160	PHIL	121	01	1	4.000	Philosophy of Mind	TR	03:00 pm-04:45 pm	18	7	11	0	0	0	0	0	0	Ray J. Rennard (P)	08/26-12/13	BUCK 123	 
NR	80746	PHIL	191	01	1	2.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Ray J. Rennard (P)	08/26-12/13	TBA	 
PHUM - Pacific Humanities
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	81839	PHUM	010	01	1	1.000	Expressing the Humanities	W	05:30 pm-06:25 pm	15	9	6	0	0	0	0	0	0	Courtney Lehmann (P)	08/26-12/13	WPC 122	 
PHYS - Physics
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80120	PHYS	017	01	1	4.000	Concepts of Physics	MWF	02:00 pm-03:15 pm	90	82	8	0	0	0	0	0	0	Joseph F. Alward (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80887	PHYS	017	L01	1	0.000	Concepts of Physics, Lab 1	T	10:00 am-11:50 am	30	28	2	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80888	PHYS	017	L02	1	0.000	Concepts of Physics, Lab 2	T	01:00 pm-02:50 pm	30	26	4	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80889	PHYS	017	L03	1	0.000	Concepts of Physics, Lab 3	T	03:00 pm-04:50 pm	30	28	2	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80121	PHYS	023	01	1	5.000	General Physics I	MWF	09:30 am-10:45 am	90	73	17	0	0	0	0	0	0	Joseph F. Alward (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80122	PHYS	023	02	1	5.000	General Physics I	MWF	12:30 pm-01:45 pm	90	81	9	0	0	0	0	0	0	Joseph F. Alward (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80123	PHYS	023	L01	1	0.000	Gen. Physics, 1st Sem., Lab 1	M	02:00 pm-04:30 pm	32	28	4	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80124	PHYS	023	L02	1	0.000	Gen. Physics, 1st Sem., Lab 2	M	06:30 pm-09:00 pm	32	27	5	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80125	PHYS	023	L03	1	0.000	Gen. Physics, 1st Sem., Lab 3	T	08:00 am-10:30 am	20	17	3	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80126	PHYS	023	L04	1	0.000	Gen. Physics, 1st Sem., Lab 4	T	11:00 am-01:30 pm	32	31	1	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80378	PHYS	023	L05	1	0.000	Gen. Physics, 1st Sem., Lab 5	T	02:00 pm-04:30 pm	32	28	4	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80393	PHYS	023	L06	1	0.000	Gen. Physics, 1st Sem., Lab 6	T	06:30 pm-09:00 pm	32	23	9	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80550	PHYS	025	01	1	5.000	General Physics II	TR	10:00 am-11:45 am	64	28	36	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80885	PHYS	025	L01	1	0.000	General Physics II, Lab 1	W	11:00 am-01:30 pm	32	10	22	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80886	PHYS	025	L02	1	0.000	General Physics II, Lab 2	W	02:00 pm-04:30 pm	32	18	14	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	81021	PHYS	027	ON1	1	1.000	Scientific Computing Tutorial	 	TBA	12	7	5	0	0	0	0	0	0	James E. Hetrick (P)	08/26-12/13	TBA	 
SR	81175	PHYS	041	01	1	4.000	Astronomy	MW	03:30 pm-05:15 pm	64	62	2	0	0	0	0	0	0	James E. Hetrick (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	F	TBA	 	 	 	 	 	 	 	 	 	James E. Hetrick (P)	08/26-12/13	TBA	GE III-A: Laboratory Sciences
SR	81176	PHYS	041	L01	1	0.000	Astronomy, Lab 1	T	07:00 pm-09:00 pm	64	62	2	0	0	0	0	0	0	James E. Hetrick (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80127	PHYS	053	01	1	5.000	Principles of Physics I	MWF	11:00 am-12:15 pm	90	66	24	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80128	PHYS	053	L01	1	0.000	Principles/Physics I, Lab 1	R	09:30 am-11:50 am	30	26	4	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80129	PHYS	053	L02	1	0.000	Principles/Physics I, Lab 2	R	01:00 pm-03:30 pm	32	23	9	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	81238	PHYS	053	L03	1	0.000	Principles of Physics I, Lab 3	R	04:00 pm-06:30 pm	28	17	11	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 114	GE III-A: Laboratory Sciences
SR	80130	PHYS	055	01	1	5.000	Principles of Physics II	MWF	08:00 am-09:15 am	90	78	12	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 120	GE III-A: Laboratory Sciences
SR	80131	PHYS	055	L01	1	0.000	Principles/Physics II, Lab 1	R	09:00 am-11:20 am	30	28	2	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80132	PHYS	055	L02	1	0.000	Principles/Physics II, Lab 2	R	01:30 pm-03:50 pm	30	20	10	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
C	80440	PHYS	055	L03	1	0.000	Principles/Physics II, Lab 3	R	04:30 pm-06:50 pm	30	30	0	0	0	0	0	0	0	Gerald C. Hyatt (P)	08/26-12/13	OLSON 110	GE III-A: Laboratory Sciences
SR	80133	PHYS	101	01	1	4.000	Electricity and Magnetism	MWF	11:00 am-12:15 pm	28	18	10	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 105	 
SR	81734	PHYS	151	01	1	4.000	Advanced Physics Laboratory	TR	01:00 pm-02:45 pm	10	4	6	0	0	0	0	0	0	James E. Hetrick (P)	08/26-12/13	OLSON 103	 
SR	80134	PHYS	161	01	1	4.000	Thermal Physics	TR	08:00 am-09:45 am	22	6	16	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 103	 
NR	81294	PHYS	191	01	1	2.000-4.000	Independent Study	 	TBA	5	0	5	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80925	PHYS	197	01	1	1.000-4.000	Undergraduate Research	 	TBA	1	0	1	0	0	0	0	0	0	James E. Hetrick (P)	08/26-12/13	TBA	 
SR	81295	PHYS	199	01	1	4.000	Senior Thesis	 	TBA	10	0	10	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
POLS - Political Science
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80135	POLS	011	01	1	4.000	Intro. to Political Science	TR	10:00 am-11:45 am	40	37	3	0	0	0	0	0	0	Yong Kyun Kim (P)	08/26-12/13	CLASRM B1	GE I-C: Global Studies
C	80136	POLS	041	01	1	4.000	U.S. Government and Politics	MWF	11:00 am-12:15 pm	30	30	0	0	0	0	0	0	0	Dari E Sylvester (P)	08/26-12/13	WPC 219	GE I-B: U.S. Studies and Pre-Law Courses
SR	80137	POLS	051	01	1	4.000	International Politics	TR	08:00 am-09:45 am	45	43	2	0	0	0	0	0	0	Michael T. Hatch (P)	08/26-12/13	CLASRM 203	GE I-C: Global Studies and SIS Global & Int'l Interaction
SR	80879	POLS	060	01	1	1.000	Legal Study Seminar	T	06:00 pm-07:45 pm	15	11	4	0	0	0	0	0	0	Cynthia L. Ostberg (P)	08/26-12/13	WPC 123	 
SR	80878	POLS	081	01	1	2.000	Career/Internship Prep	T	03:00 pm-04:45 pm	18	1	17	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WPC 202	 
C	82161	POLS	106	01	1	4.000	California Govt. and Politics	TR	01:00 pm-02:45 pm	15	15	0	0	0	0	0	0	0	Keith W Smith (P)	08/26-12/13	EDUCBU 206	 
C	82163	POLS	126	01	1	4.000	Criminal Law	TR	10:00 am-11:45 am	25	28	-3	0	0	0	0	0	0	Cynthia L. Ostberg (P)	08/26-12/13	WPC 243	Pre-Law Courses
SR	82164	POLS	128	01	1	4.000	Intro to Public Administration	MWF	02:00 pm-03:15 pm	15	7	8	0	0	0	0	0	0	Keith W Smith (P)	08/26-12/13	WPC 122	 
C	82165	POLS	131	01	1	4.000	Approaches to Political Theory	TR	03:00 pm-04:45 pm	18	18	0	0	0	0	0	0	0	Jeffrey Becker (P)	08/26-12/13	WPC 122	 
SR	82172	POLS	134	01	1	4.000	American Political Thought	TR	10:00 am-11:45 am	18	17	1	0	0	0	0	0	0	Jeffrey Becker (P)	08/26-12/13	WPC 213	Ethnic Studies Courses and GE II-B: Worldviews & Ethics
SR	82167	POLS	146	01	1	4.000	Latin American Politics	TR	01:00 pm-02:45 pm	15	9	6	0	0	0	0	0	0	Yong Kyun Kim (P)	08/26-12/13	COLLIV 201	SIS Comparative Politics and SIS Regional Courses
SR	81348	POLS	151	01	1	4.000	Prin. of Comparative Politics	TR	10:00 am-11:45 am	25	14	11	0	0	0	0	0	0	Michael T. Hatch (P)	08/26-12/13	WPC 229	 
SR	82173	POLS	166	01	1	4.000	Int'l Conflict & Conflict Mgt.	MWF	12:30 pm-01:45 pm	15	6	9	0	0	0	0	0	0	Susan Grace Sample (P)	08/26-12/13	WPC 123	SIS Global & Int'l Interaction and SIS Int'l Politics Courses
NR	81559	POLS	187A	01	1	4.000	Political Science Internship	 	TBA	25	0	25	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80831	POLS	187B	01	1	4.000	Political Science Internship	 	TBA	25	0	25	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80832	POLS	187C	01	1	4.000	Pre-Law Internship	 	TBA	25	0	25	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
SR	82169	POLS	189	01	1	4.000	Capstone Seminar	MW	05:00 pm-06:50 pm	20	9	11	0	0	0	0	0	0	Brian E. Klunk (P)	08/26-12/13	WPC 123	 
NR	80877	POLS	191	01	1	2.000-4.000	Independent Study	 	TBA	25	0	25	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
SR	82170	POLS	193A	01	1	4.000	Comparative Environmental Poli	TR	06:00 pm-07:45 pm	15	5	10	0	0	0	0	0	0	Michael T. Hatch (P)	08/26-12/13	WPC 218	Environmental Studies Courses
NR	80833	POLS	197	01	1	2.000-4.000	Undergraduate Research	 	TBA	25	0	25	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
PRAC - Pharmacy Practice
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80379	PRAC	101	01	1	1.000	Pharmacy Orientation	W	07:30 pm-09:00 pm	250	149	101	0	0	0	0	0	0	James Uchizono (P)	08/26-12/13	PHS 115	 
PSYC - Psychology
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	81205	PSYC	031	01	1	4.000	Introduction to Psychology	MWF	08:00 am-09:15 am	120	127	-7	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	MCCAFF JLTHR	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
C	81206	PSYC	031	D01	1	0.000	Intro to Psychology Disc 1	T	09:00 am-09:50 am	20	22	-2	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
C	81207	PSYC	031	D02	1	0.000	Intro to Psychology Disc 2	T	10:00 am-10:50 am	20	22	-2	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
C	81208	PSYC	031	D03	1	0.000	Intro to Psychology Disc 3	T	11:00 am-11:50 am	20	22	-2	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
C	81209	PSYC	031	D04	1	0.000	Intro to Psychology Disc 4	R	09:00 am-09:50 am	20	22	-2	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
SR	81210	PSYC	031	D05	1	0.000	Intro to Psychology Disc 5	R	01:00 pm-01:50 pm	20	18	2	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
C	81211	PSYC	031	D06	1	0.000	Intro to Psychology Disc 6	R	02:00 pm-02:50 pm	20	21	-1	0	0	0	0	0	0	Jacqueline L Austin (P)	08/26-12/13	PSYCOM 118	GE I-A: Indiv. & Interp. Beh. and Pre-Law Courses
NR	81762	PSYC	087	01	1	1.000-4.000	Internship	 	TBA	1	0	1	0	0	0	0	0	0	Scott Jensen (P)	08/26-12/13	TBA	 
NR	81764	PSYC	089	01	1	1.000-4.000	Practicum	 	TBA	1	0	1	0	0	0	0	0	0	Scott Jensen (P)	08/26-12/13	TBA	 
SR	81212	PSYC	103	01	1	4.000	Stat. Inference:Behavioral Sci	MWF	09:30 am-10:45 am	45	24	21	0	0	0	0	0	0	Elizabeth R Graham (P)	08/26-12/13	PSYCOM 137	GE III-B: Math. & Formal Logic
SR	81213	PSYC	103	L01	1	0.000	Stat. Inference:Behavl Sci, L1	F	08:00 am-09:15 am	15	6	9	0	0	0	0	0	0	Elizabeth R Graham (P)	08/26-12/13	PSYCOM 112	GE III-B: Math. & Formal Logic
SR	81214	PSYC	103	L02	1	0.000	Stat. Inference:Behavl Sci, L2	F	11:00 am-12:15 pm	15	13	2	0	0	0	0	0	0	Elizabeth R Graham (P)	08/26-12/13	PSYCOM 112	GE III-B: Math. & Formal Logic
SR	81627	PSYC	103	L03	1	0.000	Stat. Inference:Behavl Sci, L3	F	02:00 pm-03:15 pm	15	5	10	0	0	0	0	0	0	Elizabeth R Graham (P)	08/26-12/13	PSYCOM 112	GE III-B: Math. & Formal Logic
SR	80138	PSYC	105	01	1	5.000	Experimental Psychology	MWF	11:00 am-12:15 pm	20	19	1	0	0	0	0	0	0	Elizabeth R Graham (P)	08/26-12/13	PSYCOM 137	 
