
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80369	MEDU	310	01	1	2.000	Seminar in Music Education	 	TBA	10	0	10	0	0	0	0	0	0	Ruth V. Brittin (P)	08/26-12/13	TBA	 
NR	80767	MEDU	391	01	1	1.000-3.000	Graduate Independent Study	 	TBA	10	0	10	0	0	0	0	0	0	Ruth V. Brittin (P)	08/26-12/13	TBA	 
MHIS - Music History
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	80288	MHIS	005	01	1	4.000	Music Appreciation	TR	03:00 pm-04:45 pm	35	35	0	0	0	0	45	45	0	TBA	08/26-12/13	BUCK 111	GE II-C: Visual & Perf. Arts
C	80289	MHIS	005	H	1	4.000	Music Appreciation, Honors	TR	03:00 pm-04:45 pm	10	10	0	0	0	0	45	45	0	TBA	08/26-12/13	BUCK 111	GE II-C: Visual & Perf. Arts
C	80290	MHIS	006	01	1	3.000	Music of the World's Peoples	MW	02:00 pm-03:15 pm	40	40	0	0	0	0	0	0	0	TBA	08/26-12/13	BUCK 113	Diversity Course and GE I-C: Global Studies and SIS Comparing World Religions
C	80506	MHIS	006	02	1	3.000	Music of the World's Peoples	TR	01:00 pm-02:20 pm	40	42	-2	0	0	0	0	0	0	TBA	08/26-12/13	BUCK 113	Diversity Course and GE I-C: Global Studies and SIS Comparing World Religions
SR	80291	MHIS	012	01	1	3.000	Survey of Music History II	MW	09:30 am-10:45 am	70	36	34	0	0	0	0	0	0	Sarah Clemmens Waltz (P)	08/26-12/13	RCHALL STUDIO	 
SR	82286	MHIS	140	01	1	3.000	Symphonic Literature	WF	09:30 am-10:45 am	25	10	15	0	0	0	0	0	0	Nicolas Waldvogel (P)	08/26-12/13	BUCK 100	 
SR	82287	MHIS	154	01	1	3.000	Wagner	TR	10:00 am-11:15 am	23	12	11	0	0	0	0	0	0	Sarah Clemmens Waltz (P), James W. Haffner	08/26-12/13	BUCK 123	 
MMGT - Music Management
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80575	MMGT	010	01	1	1.000	Freshman Seminar Music Mgmt	W	03:30 pm-04:25 pm	15	8	7	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	BUCK 209	 
SR	80292	MMGT	011	01	1	4.000	Music/Ent. in U.S. Society	MW	05:30 pm-07:15 pm	45	41	4	0	0	0	0	0	0	Dana Lauren Myers (P)	08/26-12/13	BUCK 111	GE I-B: U.S. Studies
SR	82284	MMGT	081	01	1	3.000	How to Run an Ind Record Label	TR	10:00 am-11:15 am	15	3	12	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	BUCK 209	 
SR	81444	MMGT	087	01	1	1.000/2.000	Fieldwork in Music Management	 	TBA	1	0	1	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	TBA	 
SR	80921	MMGT	096	01	1	3.000	Sound Recording Fundamentals	W	11:00 am-12:20 pm	12	11	1	0	0	0	0	0	0	TBA	08/26-12/13	BUCK 209	Film Studies Courses
C	80930	MMGT	096	L0A	1	0.000	Sound Recording Fundmtl, Lab A	M	08:00 pm-09:20 pm	6	6	0	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 207	Film Studies Courses
SR	80931	MMGT	096	L0B	1	0.000	Sound Recording Fundmtl, Lab B	T	08:00 pm-09:20 pm	6	5	1	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 207	Film Studies Courses
SR	82285	MMGT	098	01	1	3.000	Artist Management	MW	11:00 am-12:15 pm	24	5	19	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	BUCK 123	 
SR	80540	MMGT	111	01	1	4.000	Music Industry Analysis	TR	01:00 pm-02:45 pm	25	19	6	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	BUCK 123	Diversity Course
SR	81453	MMGT	160	01	1	2.000	Recording Studio Production	R	05:00 pm-05:50 pm	6	4	2	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 207	 
SR	81454	MMGT	160	L01	1	0.000	Recording Studio Prod, Lab 1	W	06:00 pm-08:45 pm	6	4	2	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 207	 
NR	80768	MMGT	187	01	1	2.000-4.000	Music Management Internship	 	TBA	1	0	1	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	TBA	 
SR	82428	MMGT	193A	ON1	1	1.000	Concert Production	 	TBA	24	2	22	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	ONLINE	 
SR	82429	MMGT	193B	01	1	2.000	Beyond Talent: Managing Career	M	03:30 pm-04:45 pm	24	4	20	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	BUCK 113	 
 	 	 	 	 	 	 	 	R	05:00 pm-05:50 pm	 	 	 	 	 	 	 	 	 	Keith N. Hatschek (P)	08/26-12/13	BUCK 113	 
NR	80770	MMGT	197	01	1	1.000-4.000	Undergraduate Research	 	TBA	1	0	1	0	0	0	0	0	0	Keith N. Hatschek (P)	08/26-12/13	TBA	 
MPER - Music Performance
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80293	MPER	020	01	1	2.000	Intro. to Lyric Diction	TR	01:00 pm-01:50 pm	15	3	12	0	0	0	0	0	0	James W. Haffner (P)	08/26-12/13	RHHALL CHORAL	 
SR	80294	MPER	050	01	1	0.000	Solo Class	F	02:00 pm-03:20 pm	200	137	63	0	0	0	0	0	0	Giulio Maria Ongaro (P)	08/26-12/13	CONSER FSCH	 
SR	80897	MPER	050	02	1	0.000	Solo Class	 	TBA	100	2	98	0	0	0	0	0	0	Giulio Maria Ongaro (P)	08/26-12/13	TBA	 
SR	80295	MPER	060	01	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	3	2	1	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	80475	MPER	060	02	1	1.000/2.000	Chamber Ensemble, Percussion	M	07:30 pm-09:30 pm	20	1	19	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	RCHALL STUDIO	 
SR	81265	MPER	060	03	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	4	1	3	0	0	0	0	0	0	Ann E. Miller (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81266	MPER	060	04	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	2	0	2	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	81267	MPER	060	05	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	4	1	3	0	0	0	0	0	0	Nina Flyer (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81268	MPER	060	06	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	3	0	3	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	81269	MPER	060	07	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	6	0	6	0	0	0	0	0	0	Jennie M Blomster (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81270	MPER	060	08	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	3	0	3	0	0	0	0	0	0	Rex Cooper (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81271	MPER	060	09	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	7	0	7	0	0	0	0	0	0	Nicolasa R Kuster (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81272	MPER	060	10	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	8	0	8	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	81273	MPER	060	11	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	5	0	5	0	0	0	0	0	0	Thomas V Derthick (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81274	MPER	060	12	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	3	0	3	0	0	0	0	0	0	Sonia Leong (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81275	MPER	060	13	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	3	0	3	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	81276	MPER	060	14	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	2	0	2	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	RCHALL STUDIO	 
SR	81277	MPER	060	15	1	1.000/2.000	Chamber Ensemble	T	12:00 pm-12:50 pm	2	0	2	0	0	0	0	0	0	Matthew J Tropman (P), Patricia M. Shands	08/26-12/13	RCHALL STUDIO	 
SR	81699	MPER	060	16	1	1.000/2.000	Chamber Ensemble, Guitar	F	12:00 pm-12:45 pm	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	RCHALL STUDIO	 
SR	80303	MPER	066	01	1	1.000	Jazz Ensemble	MW	03:30 pm-04:50 pm	20	4	16	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	RHHALL INSTR	GE II-C: Visual & Perf. Arts
SR	80499	MPER	067	01	1	1.000	Jazz Combo	 	TBA	25	9	16	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	TBA	 
SR	81075	MPER	068	01	1	1.000	Orchstrl Repertoire & Aud Tech	W	03:30 pm-04:45 pm	20	4	16	0	0	0	0	0	0	Thomas V Derthick (P), Matthew J Tropman	08/26-12/13	RCHALL STUDIO	 
SR	80304	MPER	069	01	1	1.000	Opera Theatre Workshop	MW	03:30 pm-04:50 pm	20	5	15	0	0	0	0	0	0	James W. Haffner (P)	08/26-12/13	RHHALL CHORAL	 
SR	80336	MPER	070	01	1	1.000	University Symphony Orchestra	TR	03:00 pm-04:50 pm	100	45	55	0	0	0	0	0	0	Nicolas Waldvogel (P)	08/26-12/13	RHHALL INSTR	GE II-C: Visual & Perf. Arts
SR	80337	MPER	072	01	1	1.000	Symphonic Wind Ensemble	MWF	12:30 pm-01:50 pm	90	0	90	0	0	0	0	0	0	Eric William Hammer (P)	08/26-12/13	RHHALL INSTR	GE II-C: Visual & Perf. Arts
SR	80338	MPER	073	01	1	1.000	Concert Band	TR	03:00 pm-04:45 pm	90	18	72	0	0	0	0	0	0	Eric William Hammer (P)	08/26-12/13	RHHALL INSTR	GE II-C: Visual & Perf. Arts
SR	80339	MPER	080	01	1	1.000	Opera Production	TR	07:30 pm-10:30 pm	60	11	49	0	0	0	0	0	0	James W. Haffner (P)	08/26-12/13	RHHALL CHORAL	 
SR	80340	MPER	082	01	1	1.000	Oriana Choir (Women's Chorus)	TR	03:00 pm-04:50 pm	82	11	71	0	0	0	0	0	0	Edward F. Cetto (P)	08/26-12/13	RHHALL CHORAL	GE II-C: Visual & Perf. Arts
SR	80341	MPER	083	01	1	1.000	University Chorus	TR	06:00 pm-07:20 pm	82	57	25	0	0	0	0	0	0	Edward F. Cetto (P)	08/26-12/13	RHHALL CHORAL	GE II-C: Visual & Perf. Arts
SR	80342	MPER	084	01	1	1.000	Pacific Singers	MWF	12:30 pm-01:50 pm	82	4	78	0	0	0	0	0	0	Edward F. Cetto (P)	08/26-12/13	RHHALL CHORAL	GE II-C: Visual & Perf. Arts
SR	81430	MPER	120	01	1	2.000	Lyric Diction	TR	05:00 pm-05:45 pm	20	10	10	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	BUCK 111	 
SR	80343	MPER	130	01	1	1.000/2.000	Accompanying	 	TBA	25	1	24	0	0	0	0	0	0	John P Cozza (P)	08/26-12/13	TBA	 
SR	80344	MPER	151	01	1	2.000	Principles of Conducting	TR	09:00 am-09:50 am	25	15	10	0	0	0	0	0	0	Nicolas Waldvogel (P)	08/26-12/13	RHHALL INSTR	 
SR	80345	MPER	151	02	1	2.000	Principles of Conducting	TR	10:00 am-10:50 am	20	19	1	0	0	0	0	0	0	Nicolas Waldvogel (P)	08/26-12/13	RHHALL INSTR	 
SR	80346	MPER	169	01	1	1.000	Adv. Opera Theatre Workshop	MW	05:00 pm-07:00 pm	20	4	16	0	0	0	0	0	0	James W. Haffner (P)	08/26-12/13	RHHALL CHORAL	 
MTHR - Music Therapy
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80348	MTHR	011	01	1	3.000	Mus Thrpy:Srvy of Clinical App	MW	03:30 pm-04:50 pm	25	17	8	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	BUCK 111	 
SR	80553	MTHR	020	01	1	2.000	Observation & Assessment in MT	MW	02:00 pm-02:50 pm	25	8	17	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	BUCK 123	 
SR	80349	MTHR	135	01	1	3.000	Music w/Children/Inclusive Set	TR	01:00 pm-02:15 pm	15	5	10	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	BUCK 209	 
C	80554	MTHR	141	01	1	3.000	MT in Mental Health & Soc Serv	MW	03:30 pm-04:50 pm	10	10	0	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	BUCK 123	 
SR	80551	MTHR	150	01	1	1.000-2.000	Fieldwork in Music Therapy	T	12:00 pm-12:50 pm	15	4	11	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	BUCK 100	 
SR	80552	MTHR	150	02	1	1.000-2.000	Fieldwork in Music Therapy	T	12:00 pm-12:50 pm	15	13	2	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	BUCK 111	 
NR	80788	MTHR	187	01	1	1.000	Internship in Music Therapy	 	TBA	5	0	5	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	CONSER	 
SR	81069	MTHR	231	01	1	3.000	Individual MT: Adv Theory/Tech	R	02:00 pm-04:30 pm	10	3	7	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	CONSER 205	 
SR	80350	MTHR	245	01	1	1.000-4.000	Clin. Clerkship in Mus. Ther.	 	TBA	10	1	9	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	TBA	 
SR	80547	MTHR	245	02	1	1.000-4.000	Clin. Clerkship in Mus. Ther.	 	TBA	10	0	10	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	TBA	 
SR	81068	MTHR	251	01	1	1.000	MT Supervision I: Thry/Appl	W	01:00 pm-01:50 pm	10	2	8	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	CONSER 15	 
SR	81025	MTHR	260	01	1	1.000	Adv. Clinical Practice in MT	 	TBA	5	2	3	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	TBA	 
SR	81636	MTHR	260	02	1	1.000	Adv. Clinical Practice in MT	 	TBA	5	0	5	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	TBA	 
SR	81196	MTHR	275	01	1	3.000	College Teaching in MT	 	TBA	5	0	5	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	TBA	 
NR	80894	MTHR	291	01	1	1.000-4.000	Graduate Independent Study	 	TBA	5	0	5	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	TBA	 
NR	81888	MTHR	291	02	1	1.000-4.000	Graduate Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	TBA	 
SR	80548	MTHR	299	01	1	1.000-4.000	Thesis	 	TBA	10	1	9	0	0	0	0	0	0	Feilin Hsiao (P)	08/26-12/13	TBA	 
SR	80895	MTHR	299	02	1	1.000-4.000	Thesis	 	TBA	5	1	4	0	0	0	0	0	0	Eric Gregory Waldon (P)	08/26-12/13	TBA	 
MUBI - Brubeck Institute
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	81455	MUBI	010	01	1	2.000	Brubeck Institute Ensemble	M	11:00 am-11:45 am	5	0	5	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	TOWER 7TH FLR	 
SR	80542	MUBI	020	01	1	2.000	Individual Instruction,1st Sem	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80543	MUBI	030	01	1	1.000	Jazz Piano Class, 1st Sem.	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80544	MUBI	040	01	1	3.000	Jazz Improvisation I	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80545	MUBI	050	01	1	3.000	Jazz Theory	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80671	MUBI	080	01	1	1.000-4.000	Special Project	 	TBA	5	0	5	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
C	81862	MUBI	150	01	1	3.000	Brubeck Fellows Seminar	MW	12:30 pm-01:45 pm	5	5	0	0	0	0	0	0	0	Simon Rowe (P), Patrick Langham	08/26-12/13	TOWER 7TH FLR	 
 	 	 	 	 	 	 	 	TR	01:00 pm-02:15 pm	 	 	 	 	 	 	 	 	 	Simon Rowe (P), Patrick Langham	08/26-12/13	TOWER 7TH FLR	 
MUJZ - Jazz Studies
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	81392	MUJZ	008	01	1	3.000	Introduction to Jazz	MW	02:00 pm-03:15 pm	35	24	11	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	BUCK 111	Ethnic Studies Courses and GE II-C: Visual & Perf. Arts
SR	81394	MUJZ	010	01	1	1.000	Jazz Piano I	M	11:00 am-12:15 pm	15	4	11	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	BUCK 113	 
SR	81389	MUJZ	020	01	1	3.000	Jazz Theory & Aural Training	MWF	10:00 am-10:50 am	15	3	12	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	BUCK 209	 
SR	81390	MUJZ	030	01	1	2.000	Jazz Improvisation I	TR	01:00 pm-01:55 pm	20	6	14	0	0	0	0	0	0	Patrick Langham (P), Nicholas M. Fryer	08/26-12/13	RHHALL INSTR	 
SR	81391	MUJZ	130	01	1	2.000	Advanced Improvisation	WF	11:00 am-11:55 am	20	3	17	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	RHHALL CHORAL	 
SR	81393	MUJZ	140	01	1	2.000	Jazz Pedagogy	TR	10:00 am-10:50 am	15	3	12	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	BUCK 113	 
SR	81623	MUJZ	161	01	1	3.000	Jazz Sem. & Perspectives I	TR	03:00 pm-04:45 pm	15	2	13	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	BUCK 100	 
SR	82283	MUJZ	163	01	1	3.000	Jazz Sem. & Perspectives III	TR	01:00 pm-02:20 pm	10	1	9	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 213	 
SR	81395	MUJZ	171	01	1	1.000-2.000	Jazz Applied I	 	TBA	10	1	9	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
SR	81465	MUJZ	171	02	1	1.000-2.000	Jazz Applied I	 	TBA	1	0	1	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
C	81466	MUJZ	171	03	1	1.000-2.000	Jazz Applied I	 	TBA	1	1	0	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
SR	81624	MUJZ	173	01	1	1.000-2.000	Jazz Applied III	 	TBA	5	2	3	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
SR	81625	MUJZ	173	02	1	1.000-2.000	Jazz Applied III	 	TBA	5	0	5	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
SR	81626	MUJZ	173	03	1	1.000-2.000	Jazz Applied III	 	TBA	5	0	5	0	0	0	0	0	0	Patrick Langham (P)	08/26-12/13	OWEN 212	 
MUSC - General Music
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80654	MUSC	202	01	1	3.000	Introduction to Music Research	M	04:00 pm-06:30 pm	12	4	8	0	0	0	0	0	0	Ruth V. Brittin (P)	08/26-12/13	BUCK 209	 
ORGB - Organizational Behavior
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	82505	ORGB	100	EV5	1	3.000	Introduction Seminar	T	05:30 pm-09:30 pm	15	0	15	0	0	0	0	0	0	Pacific Staff (P)	09/03-10/22	WPC 242	 
SR	82506	ORGB	105	EV5	1	3.000	Organizational Social Psych.	T	05:30 pm-09:30 pm	15	0	15	0	0	0	0	0	0	Pacific Staff (P)	10/29-12/19	ELLIS 290A	 
SR	82504	ORGB	109	EV4	1	3.000	Organiz., Managerial Developmt	R	05:30 pm-09:30 pm	15	8	7	0	0	0	0	0	0	Timothy Lent Howard (P)	10/31-12/19	ONLINE COURSE	 
SR	82502	ORGB	110	EV4	1	3.000	Acct & Fin Statement Analysis	R	05:30 pm-09:30 pm	15	8	7	0	0	0	0	0	0	Gary Phillip Chavez (P)	09/03-10/24	ELLIS 290A	 
SR	82563	ORGB	130	EV5	1	3.000	Professional Communication	R	05:30 pm-09:30 pm	15	0	15	0	0	0	0	0	0	Steve D Graham (P)	09/03-10/24	PDC 290B	 
SR	82501	ORGB	150	EV4	1	3.000	Advanced Professional Writing	T	05:30 pm-09:30 pm	15	8	7	0	0	0	0	0	0	Amy Elizabeth Smith (P)	09/03-10/22	ELLIS 290B	 
SR	82503	ORGB	176	EV4	1	3.000	Applied Research	T	05:30 pm-09:30 pm	15	8	7	0	0	0	0	0	0	Qingwen Dong (P)	10/29-12/19	PSYCOM 118	 
PACS - Pacific Seminar
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	80607	PACS	001	01	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	24	-2	0	0	0	0	0	0	Paul James Williams (P)	08/26-12/13	CLASRM 203	 
C	80603	PACS	001	02	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	27	-5	0	0	0	0	0	0	Maria Elena Garcia-Sheets (P)	08/26-12/13	OLSON 103	 
C	80609	PACS	001	03	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	25	-3	0	0	0	0	0	0	Katrina Alison Jaggears (P)	08/26-12/13	WPC 232	 
C	80606	PACS	001	04	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	23	-1	0	0	0	0	0	0	Amy J Mattheis (P)	08/26-12/13	WPC 123	 
SR	80610	PACS	001	05	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	16	15	1	0	0	0	0	0	0	R. Scott Evans (P)	08/26-12/13	WPC 224	 
C	80604	PACS	001	06	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	16	16	0	0	0	0	0	0	0	Rex E Hamilton (P)	08/26-12/13	CLASRM 232	 
C	80605	PACS	001	07	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	16	16	0	0	0	0	0	0	0	Dylan Zorea (P)	08/26-12/13	TBA	 
C	80608	PACS	001	08	1	4.000	What is a Good Society	MWF	08:00 am-09:15 am	22	23	-1	0	0	0	0	0	0	Jonathan Blair Lund (P)	08/26-12/13	PSYCOM 012	 
SR	80617	PACS	001	09	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	16	13	3	0	0	0	0	0	0	Patti Jaclyn McCarthy (P)	08/26-12/13	WPC 142	 
C	80611	PACS	001	10	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	16	16	0	0	0	0	0	0	0	Paul B Turpin (P)	08/26-12/13	PSYCOM 012	 
SR	80613	PACS	001	11H	1	4.000	What is a Good Society, Honors	MWF	09:30 am-10:45 am	22	20	2	0	0	0	0	0	0	Brian E. Klunk (P)	08/26-12/13	EDUCBU 205	Honors Courses
C	80614	PACS	001	12	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	16	21	-5	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	ARTCEN 209	 
SR	80612	PACS	001	13H	1	4.000	What is a Good Society, Honors	MWF	09:30 am-10:45 am	22	2	20	0	0	0	0	0	0	Lawrence William Thiel (P)	08/26-12/13	WPC 123	Honors Courses
SR	80618	PACS	001	14	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	21	1	0	0	0	0	0	0	Maria Elena Garcia-Sheets (P)	08/26-12/13	OLSON 103	 
SR	80616	PACS	001	15	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	21	1	0	0	0	0	0	0	Aleksei I Beltukov (P)	08/26-12/13	CLASRM 224	 
SR	80615	PACS	001	16	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	16	6	0	0	0	0	0	0	Elke Schmeling (P)	08/26-12/13	TBA	 
SR	80620	PACS	001	17	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	20	2	0	0	0	0	0	0	Charles Michael McCallum (P)	08/26-12/13	CLASRM 231	 
SR	80624	PACS	001	18	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	18	4	0	0	0	0	0	0	Jonathan Blair Lund (P)	08/26-12/13	TBA	 
SR	80623	PACS	001	19	1	4.000	What is a Good Society	MWF	09:30 am-10:45 am	22	20	2	0	0	0	0	0	0	Kris D Alexanderson (P)	08/26-12/13	TBA	 
SR	81043	PACS	001	20	1	4.000	What is a Good Society	MWF	11:00 am-12:15 pm	22	6	16	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 103	 
